%time r y
0 0 0
0.02 0 0
0.04 0 0
0.06 0.0174524064173 0
0.08 0.0174524064173 0.000154476963705
0.1 0.0174524064173 0.000735505009372
0.12 0.0174524064173 0.00179163147635
0.14 0.0174524064173 0.00319266220558
0.16 0.0348994966626 0.00482311610954
0.18 0.0348994966626 0.00673616395994
0.2 0.0348994966626 0.00911757802812
0.22 0.0348994966626 0.0119448277115
0.24 0.0348994966626 0.0150314146445
0.26 0.0523359561832 0.0182194011548
0.28 0.0523359561832 0.0215320706222
0.3 0.0523359561832 0.0251365001595
0.32 0.0523359561832 0.0290013404524
0.34 0.0523359561832 0.032939553085
0.36 0.0697564736645 0.0367992676983
0.38 0.0697564736645 0.0406148161749
0.4 0.0697564736645 0.0445679600605
0.42 0.0697564736645 0.0486447380031
0.44 0.0697564736645 0.0526770705903
0.46 0.0871557426483 0.0565325104341
0.48 0.0871557426483 0.0602643210399
0.5 0.0871557426483 0.0640721388567
0.52 0.0871557426483 0.0679587753939
0.54 0.0871557426483 0.0717714437631
0.56 0.104528463149 0.0753910712693
0.58 0.104528463149 0.0788820473175
0.6 0.104528463149 0.0824529324437
0.62 0.104528463149 0.086113842762
0.64 0.104528463149 0.0897177281025
0.66 0.121869343267 0.0931495513098
0.68 0.121869343267 0.0964759437338
0.7 0.121869343267 0.0999061847122
0.72 0.121869343267 0.103450418162
0.74 0.121869343267 0.106961056788
0.76 0.121869343267 0.110321807323
0.78 0.139173100802 0.113444021853
0.8 0.139173100802 0.116417648041
0.82 0.139173100802 0.119471970474
0.84 0.139173100802 0.12263442326
0.86 0.139173100802 0.125771905745
0.88 0.156434464863 0.128779513092
0.9 0.156434464863 0.131729876201
0.92 0.156434464863 0.13483473579
0.94 0.156434464863 0.138105162613
0.96 0.156434464863 0.141393209674
0.98 0.173648177471 0.144580494438
1 0.173648177471 0.147727328607
1.02 0.173648177471 0.151034504302
1.04 0.173648177471 0.154504476466
1.06 0.173648177471 0.157982857422
